1/28/2018 1:36:31 PM: AMIClient.Model.ConnectToNMS; line: 299; Client try to connect with NMS.
1/29/2018 6:44:20 PM: AMIClient.Model.ConnectToNMS; line: 340; Client try to connect with NMS.
1/29/2018 6:44:20 PM: AMIClient.Model.GdaQueryProxy; line: 57; Create channel between Client and NMS.
1/29/2018 6:44:20 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:44:22 PM: AMIClient.Model.ConnectToSC; line: 301; Client faild to connect to SC. CATCH.
1/29/2018 6:44:22 PM: AMIClient.Model.ConnectToCE; line: 327; Client faild to connect with CE. CATCH.
1/29/2018 6:44:22 PM: AMIClient.Model.ConnectToNMS; line: 355; Client faild to connect with NMS. CATCH.
1/29/2018 6:44:23 PM: AMIClient.Model.ConnectToSC; line: 289; Client try to connect to SC.
1/29/2018 6:44:23 PM: AMIClient.Model.SCProxy; line: 114; Create channel between Client and SC.
1/29/2018 6:44:23 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:44:23 PM: AMIClient.Model.ConnectToCE; line: 314; Client try to connect with CE.
1/29/2018 6:44:23 PM: AMIClient.Model.CEQueryProxy; line: 86; Create channel between Client and CE.
1/29/2018 6:44:23 PM: AMIClient.Model.ConnectToNMS; line: 340; Client try to connect with NMS.
1/29/2018 6:44:23 PM: AMIClient.Model.GdaQueryProxy; line: 57; Create channel between Client and NMS.
1/29/2018 6:44:23 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:44:23 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:44:25 PM: AMIClient.Model.ConnectToSC; line: 301; Client faild to connect to SC. CATCH.
1/29/2018 6:44:25 PM: AMIClient.Model.ConnectToCE; line: 327; Client faild to connect with CE. CATCH.
1/29/2018 6:44:25 PM: AMIClient.Model.ConnectToNMS; line: 355; Client faild to connect with NMS. CATCH.
1/29/2018 6:44:26 PM: AMIClient.Model.ConnectToSC; line: 289; Client try to connect to SC.
1/29/2018 6:44:26 PM: AMIClient.Model.SCProxy; line: 114; Create channel between Client and SC.
1/29/2018 6:44:26 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:44:26 PM: AMIClient.Model.ConnectToCE; line: 314; Client try to connect with CE.
1/29/2018 6:44:26 PM: AMIClient.Model.CEQueryProxy; line: 86; Create channel between Client and CE.
1/29/2018 6:44:26 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:44:26 PM: AMIClient.Model.ConnectToNMS; line: 340; Client try to connect with NMS.
1/29/2018 6:44:26 PM: AMIClient.Model.GdaQueryProxy; line: 57; Create channel between Client and NMS.
1/29/2018 6:44:26 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:44:28 PM: AMIClient.Model.ConnectToSC; line: 301; Client faild to connect to SC. CATCH.
1/29/2018 6:44:28 PM: AMIClient.Model.ConnectToCE; line: 327; Client faild to connect with CE. CATCH.
1/29/2018 6:44:28 PM: AMIClient.Model.ConnectToNMS; line: 355; Client faild to connect with NMS. CATCH.
1/29/2018 6:44:29 PM: AMIClient.Model.ConnectToSC; line: 289; Client try to connect to SC.
1/29/2018 6:44:29 PM: AMIClient.Model.SCProxy; line: 114; Create channel between Client and SC.
1/29/2018 6:44:29 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:44:29 PM: AMIClient.Model.ConnectToCE; line: 314; Client try to connect with CE.
1/29/2018 6:44:29 PM: AMIClient.Model.CEQueryProxy; line: 86; Create channel between Client and CE.
1/29/2018 6:44:29 PM: AMIClient.Model.ConnectToNMS; line: 340; Client try to connect with NMS.
1/29/2018 6:44:29 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:44:29 PM: AMIClient.Model.GdaQueryProxy; line: 57; Create channel between Client and NMS.
1/29/2018 6:44:29 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:44:31 PM: AMIClient.Model.ConnectToSC; line: 301; Client faild to connect to SC. CATCH.
1/29/2018 6:44:31 PM: AMIClient.Model.ConnectToCE; line: 327; Client faild to connect with CE. CATCH.
1/29/2018 6:44:31 PM: AMIClient.Model.ConnectToNMS; line: 355; Client faild to connect with NMS. CATCH.
1/29/2018 6:44:32 PM: AMIClient.Model.ConnectToSC; line: 289; Client try to connect to SC.
1/29/2018 6:44:32 PM: AMIClient.Model.SCProxy; line: 114; Create channel between Client and SC.
1/29/2018 6:44:32 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:44:32 PM: AMIClient.Model.ConnectToCE; line: 314; Client try to connect with CE.
1/29/2018 6:44:32 PM: AMIClient.Model.CEQueryProxy; line: 86; Create channel between Client and CE.
1/29/2018 6:44:32 PM: AMIClient.Model.ConnectToNMS; line: 340; Client try to connect with NMS.
1/29/2018 6:44:32 PM: AMIClient.Model.GdaQueryProxy; line: 57; Create channel between Client and NMS.
1/29/2018 6:44:32 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:44:32 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:44:34 PM: AMIClient.Model.ConnectToSC; line: 301; Client faild to connect to SC. CATCH.
1/29/2018 6:44:34 PM: AMIClient.Model.ConnectToCE; line: 327; Client faild to connect with CE. CATCH.
1/29/2018 6:44:34 PM: AMIClient.Model.ConnectToNMS; line: 355; Client faild to connect with NMS. CATCH.
1/29/2018 6:44:35 PM: AMIClient.Model.ConnectToSC; line: 289; Client try to connect to SC.
1/29/2018 6:44:35 PM: AMIClient.Model.SCProxy; line: 114; Create channel between Client and SC.
1/29/2018 6:44:35 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:44:35 PM: AMIClient.Model.ConnectToCE; line: 314; Client try to connect with CE.
1/29/2018 6:44:35 PM: AMIClient.Model.CEQueryProxy; line: 86; Create channel between Client and CE.
1/29/2018 6:44:35 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:44:35 PM: AMIClient.Model.ConnectToNMS; line: 340; Client try to connect with NMS.
1/29/2018 6:44:35 PM: AMIClient.Model.GdaQueryProxy; line: 57; Create channel between Client and NMS.
1/29/2018 6:44:35 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:45:11 PM: AMIClient.Model.ConnectToNMS; line: 340; Client try to connect with NMS.
1/29/2018 6:45:11 PM: AMIClient.Model.ConnectToCE; line: 314; Client try to connect with CE.
1/29/2018 6:45:11 PM: AMIClient.Model.CEQueryProxy; line: 86; Create channel between Client and CE.
1/29/2018 6:45:11 PM: AMIClient.Model.GdaQueryProxy; line: 57; Create channel between Client and NMS.
1/29/2018 6:45:11 PM: AMIClient.Model.ConnectToSC; line: 289; Client try to connect to SC.
1/29/2018 6:45:11 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:45:11 PM: AMIClient.Model.SCProxy; line: 114; Create channel between Client and SC.
1/29/2018 6:45:11 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:45:11 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:45:13 PM: AMIClient.Model.ConnectToCE; line: 327; Client faild to connect with CE. CATCH.
1/29/2018 6:45:13 PM: AMIClient.Model.ConnectToNMS; line: 355; Client faild to connect with NMS. CATCH.
1/29/2018 6:45:13 PM: AMIClient.Model.ConnectToSC; line: 301; Client faild to connect to SC. CATCH.
1/29/2018 6:45:14 PM: AMIClient.Model.ConnectToCE; line: 314; Client try to connect with CE.
1/29/2018 6:45:14 PM: AMIClient.Model.ConnectToSC; line: 289; Client try to connect to SC.
1/29/2018 6:45:14 PM: AMIClient.Model.CEQueryProxy; line: 86; Create channel between Client and CE.
1/29/2018 6:45:14 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:45:14 PM: AMIClient.Model.SCProxy; line: 114; Create channel between Client and SC.
1/29/2018 6:45:14 PM: AMIClient.Model.ConnectToNMS; line: 340; Client try to connect with NMS.
1/29/2018 6:45:14 PM: AMIClient.Model.GdaQueryProxy; line: 57; Create channel between Client and NMS.
1/29/2018 6:45:15 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:45:15 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:45:17 PM: AMIClient.Model.ConnectToCE; line: 327; Client faild to connect with CE. CATCH.
1/29/2018 6:45:17 PM: AMIClient.Model.ConnectToSC; line: 301; Client faild to connect to SC. CATCH.
1/29/2018 6:45:17 PM: AMIClient.Model.ConnectToNMS; line: 355; Client faild to connect with NMS. CATCH.
1/29/2018 6:45:18 PM: AMIClient.Model.ConnectToCE; line: 314; Client try to connect with CE.
1/29/2018 6:45:18 PM: AMIClient.Model.CEQueryProxy; line: 86; Create channel between Client and CE.
1/29/2018 6:45:18 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:45:18 PM: AMIClient.Model.ConnectToSC; line: 289; Client try to connect to SC.
1/29/2018 6:45:18 PM: AMIClient.Model.SCProxy; line: 114; Create channel between Client and SC.
1/29/2018 6:45:18 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:45:18 PM: AMIClient.Model.ConnectToNMS; line: 340; Client try to connect with NMS.
1/29/2018 6:45:18 PM: AMIClient.Model.GdaQueryProxy; line: 57; Create channel between Client and NMS.
1/29/2018 6:45:18 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:45:20 PM: AMIClient.Model.ConnectToCE; line: 327; Client faild to connect with CE. CATCH.
1/29/2018 6:45:20 PM: AMIClient.Model.ConnectToSC; line: 301; Client faild to connect to SC. CATCH.
1/29/2018 6:45:20 PM: AMIClient.Model.ConnectToNMS; line: 355; Client faild to connect with NMS. CATCH.
1/29/2018 6:45:21 PM: AMIClient.Model.ConnectToCE; line: 314; Client try to connect with CE.
1/29/2018 6:45:21 PM: AMIClient.Model.CEQueryProxy; line: 86; Create channel between Client and CE.
1/29/2018 6:45:21 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:45:21 PM: AMIClient.Model.ConnectToSC; line: 289; Client try to connect to SC.
1/29/2018 6:45:21 PM: AMIClient.Model.SCProxy; line: 114; Create channel between Client and SC.
1/29/2018 6:45:21 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:45:21 PM: AMIClient.Model.ConnectToNMS; line: 340; Client try to connect with NMS.
1/29/2018 6:45:21 PM: AMIClient.Model.GdaQueryProxy; line: 57; Create channel between Client and NMS.
1/29/2018 6:45:21 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:45:23 PM: AMIClient.Model.ConnectToCE; line: 327; Client faild to connect with CE. CATCH.
1/29/2018 6:45:23 PM: AMIClient.Model.ConnectToSC; line: 301; Client faild to connect to SC. CATCH.
1/29/2018 6:45:23 PM: AMIClient.Model.ConnectToNMS; line: 355; Client faild to connect with NMS. CATCH.
1/29/2018 6:45:24 PM: AMIClient.Model.ConnectToSC; line: 289; Client try to connect to SC.
1/29/2018 6:45:24 PM: AMIClient.Model.SCProxy; line: 114; Create channel between Client and SC.
1/29/2018 6:45:24 PM: AMIClient.Model.ConnectToNMS; line: 340; Client try to connect with NMS.
1/29/2018 6:45:24 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:45:24 PM: AMIClient.Model.GdaQueryProxy; line: 57; Create channel between Client and NMS.
1/29/2018 6:45:24 PM: AMIClient.Model.ConnectToCE; line: 314; Client try to connect with CE.
1/29/2018 6:45:24 PM: AMIClient.Model.CEQueryProxy; line: 86; Create channel between Client and CE.
1/29/2018 6:45:24 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:45:24 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:45:26 PM: AMIClient.Model.ConnectToSC; line: 301; Client faild to connect to SC. CATCH.
1/29/2018 6:45:26 PM: AMIClient.Model.ConnectToNMS; line: 355; Client faild to connect with NMS. CATCH.
1/29/2018 6:45:26 PM: AMIClient.Model.ConnectToCE; line: 327; Client faild to connect with CE. CATCH.
1/29/2018 6:45:27 PM: AMIClient.Model.ConnectToSC; line: 289; Client try to connect to SC.
1/29/2018 6:45:27 PM: AMIClient.Model.SCProxy; line: 114; Create channel between Client and SC.
1/29/2018 6:45:27 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:45:27 PM: AMIClient.Model.ConnectToNMS; line: 340; Client try to connect with NMS.
1/29/2018 6:45:27 PM: AMIClient.Model.GdaQueryProxy; line: 57; Create channel between Client and NMS.
1/29/2018 6:45:27 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:45:27 PM: AMIClient.Model.ConnectToCE; line: 314; Client try to connect with CE.
1/29/2018 6:45:27 PM: AMIClient.Model.CEQueryProxy; line: 86; Create channel between Client and CE.
1/29/2018 6:45:27 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:45:29 PM: AMIClient.Model.ConnectToSC; line: 301; Client faild to connect to SC. CATCH.
1/29/2018 6:45:29 PM: AMIClient.Model.ConnectToNMS; line: 355; Client faild to connect with NMS. CATCH.
1/29/2018 6:45:29 PM: AMIClient.Model.ConnectToCE; line: 327; Client faild to connect with CE. CATCH.
1/29/2018 6:45:30 PM: AMIClient.Model.ConnectToSC; line: 289; Client try to connect to SC.
1/29/2018 6:45:30 PM: AMIClient.Model.SCProxy; line: 114; Create channel between Client and SC.
1/29/2018 6:45:30 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:45:30 PM: AMIClient.Model.ConnectToNMS; line: 340; Client try to connect with NMS.
1/29/2018 6:45:30 PM: AMIClient.Model.GdaQueryProxy; line: 57; Create channel between Client and NMS.
1/29/2018 6:45:30 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:45:30 PM: AMIClient.Model.ConnectToCE; line: 314; Client try to connect with CE.
1/29/2018 6:45:30 PM: AMIClient.Model.CEQueryProxy; line: 86; Create channel between Client and CE.
1/29/2018 6:45:30 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:45:32 PM: AMIClient.Model.ConnectToSC; line: 301; Client faild to connect to SC. CATCH.
1/29/2018 6:45:32 PM: AMIClient.Model.ConnectToNMS; line: 355; Client faild to connect with NMS. CATCH.
1/29/2018 6:45:32 PM: AMIClient.Model.ConnectToCE; line: 327; Client faild to connect with CE. CATCH.
1/29/2018 6:45:33 PM: AMIClient.Model.ConnectToSC; line: 289; Client try to connect to SC.
1/29/2018 6:45:33 PM: AMIClient.Model.SCProxy; line: 114; Create channel between Client and SC.
1/29/2018 6:45:33 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:45:33 PM: AMIClient.Model.ConnectToNMS; line: 340; Client try to connect with NMS.
1/29/2018 6:45:33 PM: AMIClient.Model.GdaQueryProxy; line: 57; Create channel between Client and NMS.
1/29/2018 6:45:33 PM: AMIClient.Model.ConnectToCE; line: 314; Client try to connect with CE.
1/29/2018 6:45:33 PM: AMIClient.Model.CEQueryProxy; line: 86; Create channel between Client and CE.
1/29/2018 6:45:33 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:45:33 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:45:35 PM: AMIClient.Model.ConnectToSC; line: 301; Client faild to connect to SC. CATCH.
1/29/2018 6:45:35 PM: AMIClient.Model.ConnectToNMS; line: 355; Client faild to connect with NMS. CATCH.
1/29/2018 6:45:35 PM: AMIClient.Model.ConnectToCE; line: 327; Client faild to connect with CE. CATCH.
1/29/2018 6:45:36 PM: AMIClient.Model.ConnectToSC; line: 289; Client try to connect to SC.
1/29/2018 6:45:36 PM: AMIClient.Model.SCProxy; line: 114; Create channel between Client and SC.
1/29/2018 6:45:36 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:45:36 PM: AMIClient.Model.ConnectToNMS; line: 340; Client try to connect with NMS.
1/29/2018 6:45:36 PM: AMIClient.Model.GdaQueryProxy; line: 57; Create channel between Client and NMS.
1/29/2018 6:45:36 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:45:36 PM: AMIClient.Model.ConnectToCE; line: 314; Client try to connect with CE.
1/29/2018 6:45:36 PM: AMIClient.Model.CEQueryProxy; line: 86; Create channel between Client and CE.
1/29/2018 6:45:36 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:45:38 PM: AMIClient.Model.ConnectToCE; line: 327; Client faild to connect with CE. CATCH.
1/29/2018 6:45:38 PM: AMIClient.Model.ConnectToNMS; line: 355; Client faild to connect with NMS. CATCH.
1/29/2018 6:45:38 PM: AMIClient.Model.ConnectToSC; line: 301; Client faild to connect to SC. CATCH.
1/29/2018 6:45:39 PM: AMIClient.Model.ConnectToCE; line: 314; Client try to connect with CE.
1/29/2018 6:45:39 PM: AMIClient.Model.CEQueryProxy; line: 86; Create channel between Client and CE.
1/29/2018 6:45:39 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:45:39 PM: AMIClient.Model.ConnectToNMS; line: 340; Client try to connect with NMS.
1/29/2018 6:45:39 PM: AMIClient.Model.GdaQueryProxy; line: 57; Create channel between Client and NMS.
1/29/2018 6:45:39 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:45:39 PM: AMIClient.Model.ConnectToSC; line: 289; Client try to connect to SC.
1/29/2018 6:45:39 PM: AMIClient.Model.SCProxy; line: 114; Create channel between Client and SC.
1/29/2018 6:45:39 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:45:41 PM: AMIClient.Model.ConnectToCE; line: 327; Client faild to connect with CE. CATCH.
1/29/2018 6:45:41 PM: AMIClient.Model.ConnectToNMS; line: 355; Client faild to connect with NMS. CATCH.
1/29/2018 6:45:41 PM: AMIClient.Model.ConnectToSC; line: 301; Client faild to connect to SC. CATCH.
1/29/2018 6:45:42 PM: AMIClient.Model.ConnectToCE; line: 314; Client try to connect with CE.
1/29/2018 6:45:42 PM: AMIClient.Model.CEQueryProxy; line: 86; Create channel between Client and CE.
1/29/2018 6:45:42 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:45:42 PM: AMIClient.Model.ConnectToNMS; line: 340; Client try to connect with NMS.
1/29/2018 6:45:42 PM: AMIClient.Model.GdaQueryProxy; line: 57; Create channel between Client and NMS.
1/29/2018 6:45:42 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:45:42 PM: AMIClient.Model.ConnectToSC; line: 289; Client try to connect to SC.
1/29/2018 6:45:42 PM: AMIClient.Model.SCProxy; line: 114; Create channel between Client and SC.
1/29/2018 6:45:42 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:45:44 PM: AMIClient.Model.ConnectToCE; line: 327; Client faild to connect with CE. CATCH.
1/29/2018 6:45:44 PM: AMIClient.Model.ConnectToNMS; line: 355; Client faild to connect with NMS. CATCH.
1/29/2018 6:45:44 PM: AMIClient.Model.ConnectToSC; line: 301; Client faild to connect to SC. CATCH.
1/29/2018 6:45:45 PM: AMIClient.Model.ConnectToCE; line: 314; Client try to connect with CE.
1/29/2018 6:45:45 PM: AMIClient.Model.CEQueryProxy; line: 86; Create channel between Client and CE.
